Invoice/Item Number,Date,Volume Sold (Liters),Volume Sold (Gallons)
S33738500007,08/03/2016,9,2.38
S33738500016,08/03/2016,4.5,1.19
S33738500046,08/03/2016,9,2.38
S33738500048,08/03/2016,9,2.38
S33738500058,08/03/2016,9,2.38
S33738500059,08/03/2016,10.5,2.77
S33738500062,08/03/2016,9,2.38
S33738500069,08/03/2016,4.5,1.19
S33738500087,08/03/2016,108,28.53
S33738500088,08/03/2016,10.5,2.77
S33738500089,08/03/2016,36,9.51
S33738500090,08/03/2016,36,9.51
S33738500091,08/03/2016,9,2.38
S33738500092,08/03/2016,27,7.13
S33738500097,08/03/2016,1.5,0.4
S33738500098,08/03/2016,1.5,0.4
S33738500099,08/03/2016,1,0.26
S33738500101,08/03/2016,3,0.79
S33742400018,08/04/2016,9,2.38
S33742400024,08/04/2016,9,2.38
S33742400037,08/04/2016,9,2.38
S33742400039,08/04/2016,10.5,2.77
S33742400041,08/04/2016,9,2.38
S33742400048,08/04/2016,9,2.38
S33742400051,08/04/2016,9,2.38
S33742400057,08/04/2016,9,2.38
S33742400058,08/04/2016,9,2.38
S33742400068,08/04/2016,12,3.17
S33742400075,08/04/2016,9,2.38
S33745200025,08/04/2016,12,3.17
S33745200026,08/04/2016,12,3.17
S33745200027,08/04/2016,9,2.38
S33745200028,08/04/2016,24,6.34
S33745200054,08/04/2016,12,3.17
S33745500024,08/04/2016,0.75,0.2
S33745500038,08/04/2016,1.5,0.4
S33745500041,08/04/2016,2.25,0.59
S33745500048,08/04/2016,1.5,0.4
S33748100052,08/04/2016,9,2.38
S33748100065,08/04/2016,9,2.38
S33748100066,08/04/2016,9,2.38
S33748100067,08/04/2016,9,2.38
S33748100068,08/04/2016,9,2.38
S33748100070,08/04/2016,3,0.79
S33748100091,08/04/2016,9,2.38
S33748100094,08/04/2016,9,2.38
S33748100095,08/04/2016,4.5,1.19
S33748100099,08/04/2016,4.5,1.19
S33748100100,08/04/2016,9,2.38
S33748100116,08/04/2016,1,0.26
S33748100117,08/04/2016,0.5,0.13
S33748100118,08/04/2016,0.5,0.13
S33749000004,08/04/2016,9,2.38
S33749000014,08/04/2016,3,0.79
S33750700067,08/04/2016,1.5,0.4
S33750700068,08/04/2016,0.75,0.2
S33750700069,08/04/2016,0.75,0.2
S33750700070,08/04/2016,0.75,0.2
S33750700071,08/04/2016,1.5,0.4
S33750700072,08/04/2016,2,0.53
S33750700073,08/04/2016,2.25,0.59
S33750700074,08/04/2016,0.5,0.13
S33750700079,08/04/2016,0.75,0.2
S33750700081,08/04/2016,1.5,0.4
S33750700082,08/04/2016,2.25,0.59
S33750700085,08/04/2016,1.5,0.4
S33750700086,08/04/2016,2.25,0.59
S33750700123,08/04/2016,4.5,1.19
S33750700129,08/04/2016,2.25,0.59
S33750700130,08/04/2016,0.75,0.2
S33750900003,08/04/2016,9,2.38
S33752300005,08/04/2016,9,2.38
S33752300007,08/04/2016,4.5,1.19
S33754500004,08/04/2016,9,2.38
S33754500022,08/04/2016,0.5,0.13
S33754900040,08/04/2016,1.5,0.4
S33754900045,08/04/2016,0.6,0.16
S33762800009,08/08/2016,0.75,0.2
S33772300002,08/11/2016,24,6.34
S33772300017,08/11/2016,12,3.17
S33772300045,08/11/2016,24,6.34
S33772300048,08/11/2016,12,3.17
S33772300049,08/11/2016,12,3.17
S33772300050,08/11/2016,12,3.17
S33772400002,08/08/2016,48,12.68
S33772400038,08/08/2016,24,6.34
S33772400040,08/08/2016,12,3.17
S33772400056,08/08/2016,9,2.38
S33772500004,08/09/2016,60,15.85
S33772500026,08/09/2016,12,3.17
S33772500059,08/09/2016,36,9.51
S33772500060,08/09/2016,9,2.38
S33772500067,08/09/2016,24,6.34
S33772500085,08/09/2016,12,3.17
S33772500087,08/09/2016,105,27.74
S33772500088,08/09/2016,12,3.17
S33772500103,08/09/2016,12,3.17
S33778900008,08/08/2016,2.25,0.59
S33782700007,08/09/2016,0.4,0.11
S33782700022,08/09/2016,0.75,0.2
S33782700023,08/09/2016,0.38,0.1
S33786100008,08/09/2016,9,2.38
S33786100009,08/09/2016,10.5,2.77
S33786100022,08/09/2016,9,2.38
S33786100054,08/09/2016,0.75,0.2
S33786100056,08/09/2016,1.5,0.4
S33786100058,08/09/2016,1.5,0.4
S33786100072,08/09/2016,1.5,0.4
S33788800006,08/09/2016,3,0.79
S33789600018,08/08/2016,12,3.17
S33789600024,08/08/2016,24,6.34
S33789600039,08/08/2016,9,2.38
S33789600050,08/08/2016,9,2.38
S33789600068,08/08/2016,9,2.38
S33789600070,08/08/2016,9,2.38
S33790200036,08/09/2016,2.25,0.59
S33790200040,08/09/2016,0.5,0.13
S33791600018,08/10/2016,3.75,0.99
S33792100084,08/08/2016,0.75,0.2
S33792100085,08/08/2016,1.5,0.4
S33792100088,08/08/2016,0.5,0.13
S33792100089,08/08/2016,0.75,0.2
S33792100090,08/08/2016,0.75,0.2
S33792100094,08/08/2016,1.5,0.4
S33792100116,08/08/2016,0.75,0.2
S33792100119,08/08/2016,0.5,0.13
S33792100120,08/08/2016,9,2.38
S33792100122,08/08/2016,0.75,0.2
S33792100124,08/08/2016,9,2.38
S33792100126,08/08/2016,9,2.38
S33792400031,08/08/2016,4.5,1.19
S33792400036,08/08/2016,18,4.76
S33792400037,08/08/2016,9,2.38
S33792400038,08/08/2016,9,2.38
S33792400039,08/08/2016,9,2.38
S33792400070,08/08/2016,1,0.26
S33792400096,08/08/2016,1.5,0.4
S33792400102,08/08/2016,2.25,0.59
S33792400107,08/08/2016,2.25,0.59
S33792400108,08/08/2016,2.25,0.59
S33792400109,08/08/2016,1.5,0.4
S33792400130,08/08/2016,1.5,0.4
S33792400131,08/08/2016,2,0.53
S33792400133,08/08/2016,1.75,0.46
S33792400134,08/08/2016,3,0.79
S33792400173,08/08/2016,0.5,0.13
S33792800055,08/08/2016,2.25,0.59
S33792800056,08/08/2016,2.25,0.59
S33792800057,08/08/2016,3.75,0.99
S33792800058,08/08/2016,1.5,0.4
S33792800059,08/08/2016,2.25,0.59
S33792800061,08/08/2016,1.5,0.4
S33792800064,08/08/2016,1.5,0.4
S33792800065,08/08/2016,1.5,0.4
S33792800066,08/08/2016,1.5,0.4
S33792800067,08/08/2016,2.25,0.59
S33792800071,08/08/2016,2.25,0.59
S33792800096,08/08/2016,1.5,0.4
S33792800100,08/08/2016,1.5,0.4
S33792800101,08/08/2016,1.5,0.4
S33796000022,08/09/2016,2,0.53
S33797000009,08/08/2016,9,2.38
S33797000011,08/08/2016,9,2.38
S33797000014,08/08/2016,0.75,0.2
S33797000027,08/08/2016,1.5,0.4
S33797000041,08/08/2016,3,0.79
S33801000014,08/08/2016,9,2.38
S33801000015,08/08/2016,9,2.38
S33801000024,08/08/2016,10.5,2.77
S33801000030,08/08/2016,9,2.38
S33801000032,08/08/2016,9,2.38
S33801000033,08/08/2016,10.5,2.77
S33801000043,08/08/2016,9,2.38
S33801000045,08/08/2016,9,2.38
S33801000049,08/08/2016,9,2.38
S33801000057,08/08/2016,9,2.38
S33801000059,08/08/2016,4.5,1.19
S33801900002,08/09/2016,9,2.38
S33802100028,08/09/2016,21,5.55
S33802100029,08/09/2016,9,2.38
S33802100030,08/09/2016,10.5,2.77
S33802100032,08/09/2016,12,3.17
S33802100033,08/09/2016,9,2.38
S33802100066,08/09/2016,4.5,1.19
S33802100068,08/09/2016,3.75,0.99
S33802100076,08/09/2016,2.25,0.59
S33802100077,08/09/2016,3,0.79
S33802100078,08/09/2016,2.25,0.59
S33802100079,08/09/2016,3,0.79
S33802100085,08/09/2016,3.75,0.99
S33802100088,08/09/2016,3,0.79
S33802100097,08/09/2016,3.75,0.99
S33802100098,08/09/2016,3.75,0.99
S33802100099,08/09/2016,3.75,0.99
S33802100103,08/09/2016,2.25,0.59
S33802100104,08/09/2016,2.25,0.59
S33802100106,08/09/2016,3,0.79
S33802100107,08/09/2016,3,0.79
S33802100131,08/09/2016,1,0.26
S33804100036,08/08/2016,2.25,0.59
S33804800017,08/08/2016,9,2.38
S33804800018,08/08/2016,1.12,0.3
S33805500013,08/08/2016,9,2.38
S33805500018,08/08/2016,9,2.38
S33805500022,08/08/2016,9,2.38
S33805500029,08/08/2016,4.5,1.19
S33805500030,08/08/2016,4.5,1.19
S33805500031,08/08/2016,4.5,1.19
S33805500032,08/08/2016,4.5,1.19
S33805500035,08/08/2016,4.5,1.19
S33805500041,08/08/2016,4.5,1.19
S33805600039,08/08/2016,9,2.38
S33806200008,08/08/2016,1.5,0.4
S33806200012,08/08/2016,0.75,0.2
S33806200035,08/08/2016,9,2.38
S33806200047,08/08/2016,3.5,0.92
S33806200050,08/08/2016,3,0.79
S33808000004,08/09/2016,9,2.38
S33808000018,08/09/2016,1.5,0.4
S33808000024,08/09/2016,1.5,0.4
S33809100006,08/09/2016,2.25,0.59
S33809500004,08/08/2016,9,2.38
S33811100022,08/08/2016,0.5,0.13
S33812500031,08/08/2016,1.5,0.4
S33812500032,08/08/2016,1.5,0.4
S33812500034,08/08/2016,2.25,0.59
S33812800020,08/08/2016,0.75,0.2
S33812800021,08/08/2016,9,2.38
S33812800023,08/08/2016,9,2.38
S33812800032,08/08/2016,1.5,0.4
S33812800033,08/08/2016,2.25,0.59
S33813500023,08/08/2016,1,0.26
S33813500024,08/08/2016,0.5,0.13
S33813600027,08/09/2016,2,0.53
S33814600007,08/08/2016,2.25,0.59
S33814600023,08/08/2016,2.25,0.59
S33814600033,08/08/2016,6,1.59
S33815800009,08/09/2016,9,2.38
S33815800031,08/09/2016,2.25,0.59
S33816600018,08/09/2016,2.25,0.59
S33816700009,08/09/2016,4.5,1.19
S33818100003,08/09/2016,9,2.38
S33818100019,08/09/2016,2.25,0.59
S33818800009,08/09/2016,9,2.38
S33818800014,08/09/2016,2.25,0.59
S33818800015,08/09/2016,2.25,0.59
S33818800016,08/09/2016,2.25,0.59
S33818800026,08/09/2016,12,3.17
S33818800027,08/09/2016,2.25,0.59
S33818800036,08/09/2016,10.5,2.77
S33818800037,08/09/2016,9,2.38
S33818800073,08/09/2016,4.8,1.27
S33818800076,08/09/2016,6,1.59
S33818800094,08/09/2016,2,0.53
S33818800097,08/09/2016,3,0.79
S33818800098,08/09/2016,3,0.79
S33820600001,08/09/2016,4.5,1.19
S33820600002,08/09/2016,4.5,1.19
S33820600003,08/09/2016,4.5,1.19
S33820600012,08/09/2016,10.5,2.77
S33820600030,08/09/2016,9,2.38
S33821600005,08/09/2016,9,2.38
S33821600009,08/09/2016,9,2.38
S33821600010,08/09/2016,10.5,2.77
S33821600014,08/09/2016,9,2.38
S33821600020,08/09/2016,9,2.38
S33821600027,08/09/2016,9,2.38
S33821600030,08/09/2016,9,2.38
S33822200013,08/09/2016,9,2.38
S33822200019,08/09/2016,10.5,2.77
S33822200023,08/09/2016,9,2.38
S33822200030,08/09/2016,9,2.38
S33822200032,08/09/2016,9,2.38
S33822200040,08/09/2016,9,2.38
S33822200041,08/09/2016,9,2.38
S33822200044,08/09/2016,4.5,1.19
S33822300020,08/09/2016,9,2.38
S33822300029,08/09/2016,10.5,2.77
S33822300035,08/09/2016,10.5,2.77
S33822300037,08/09/2016,9,2.38
S33822300044,08/09/2016,9,2.38
S33822300048,08/09/2016,9,2.38
S33822300059,08/09/2016,9,2.38
S33822300060,08/09/2016,9,2.38
S33822300062,08/09/2016,4.5,1.19
S33822900012,08/10/2016,1.5,0.4
S33822900013,08/10/2016,1.5,0.4
S33822900016,08/10/2016,2.25,0.59
S33823300009,08/09/2016,4.8,1.27
S33823300010,08/09/2016,4.8,1.27
S33824200007,08/10/2016,0.5,0.13
S33824200024,08/10/2016,1.5,0.4
S33824200027,08/10/2016,0.75,0.2
S33824700004,08/09/2016,9,2.38
S33824700005,08/09/2016,3,0.79
S33824700013,08/09/2016,4.8,1.27
S33824700014,08/09/2016,4.8,1.27
S33824700015,08/09/2016,9,2.38
S33824700016,08/09/2016,9,2.38
S33826800003,08/09/2016,63.75,16.84
S33828500003,08/09/2016,3,0.79
S33828500019,08/09/2016,2.25,0.59
S33829500086,08/09/2016,1.5,0.4
S33829500087,08/09/2016,0.5,0.13
S33829500088,08/09/2016,1.5,0.4
S33829500089,08/09/2016,1.5,0.4
S33829500090,08/09/2016,3,0.79
S33829500091,08/09/2016,1.5,0.4
S33829500092,08/09/2016,1,0.26
S33829500093,08/09/2016,1.5,0.4
S33829500096,08/09/2016,18,4.76
S33829500098,08/09/2016,18,4.76
S33829500099,08/09/2016,1.5,0.4
S33829500100,08/09/2016,9,2.38
S33829500101,08/09/2016,9,2.38
S33829500102,08/09/2016,1,0.26
S33829500103,08/09/2016,54,14.27
S33829500104,08/09/2016,63,16.64
S33829500108,08/09/2016,1.5,0.4
S33829500141,08/09/2016,1.5,0.4
S33829500142,08/09/2016,9,2.38
S33829500147,08/09/2016,1.5,0.4
S33829500152,08/09/2016,1.5,0.4
S33829500156,08/09/2016,2.25,0.59
S33829800008,08/10/2016,9,2.38
S33830100012,08/09/2016,1.12,0.3
S33830100013,08/09/2016,2.25,0.59
S33830100014,08/09/2016,1.5,0.4
S33830100019,08/09/2016,1.5,0.4
S33830100040,08/09/2016,10.5,2.77
S33830100046,08/09/2016,1,0.26
S33830100047,08/09/2016,1.5,0.4
S33830100048,08/09/2016,3,0.79
S33830100051,08/09/2016,9,2.38
S33830100053,08/09/2016,1.88,0.5
S33830100055,08/09/2016,3,0.79
S33830100085,08/09/2016,1.5,0.4
S33830100086,08/09/2016,0.5,0.13
S33830100087,08/09/2016,0.5,0.13
S33830100088,08/09/2016,2.25,0.59
S33830100090,08/09/2016,1.5,0.4
S33830100091,08/09/2016,1.5,0.4
S33830100092,08/09/2016,0.75,0.2
S33830100093,08/09/2016,2.25,0.59
S33830100094,08/09/2016,1.5,0.4
S33830100095,08/09/2016,10.5,2.77
S33830100096,08/09/2016,1.5,0.4
S33830100097,08/09/2016,3,0.79
S33830100098,08/09/2016,2.25,0.59
S33830100099,08/09/2016,0.5,0.13
S33830100100,08/09/2016,0.5,0.13
S33830100102,08/09/2016,1.5,0.4
S33830100144,08/09/2016,1.5,0.4
S33830100145,08/09/2016,1.5,0.4
S33830100146,08/09/2016,2.25,0.59
S33830100166,08/09/2016,1.5,0.4
S33830100167,08/09/2016,2.25,0.59
S33830100168,08/09/2016,1.5,0.4
S33830100169,08/09/2016,1.5,0.4
S33830100176,08/09/2016,1.5,0.4
S33830100179,08/09/2016,9,2.38
S33830100180,08/09/2016,1.5,0.4
S33830100182,08/09/2016,1.5,0.4
S33830100183,08/09/2016,1.5,0.4
S33830100184,08/09/2016,3,0.79
S33830100248,08/09/2016,1,0.26
S33830100252,08/09/2016,9,2.38
S33830600010,08/09/2016,3,0.79
S33830600025,08/09/2016,4.5,1.19
S33830600026,08/09/2016,4.5,1.19
S33830600032,08/09/2016,4.5,1.19
S33830600033,08/09/2016,4.5,1.19
S33830600034,08/09/2016,9,2.38
S33830600035,08/09/2016,9,2.38
S33830600036,08/09/2016,9,2.38
S33830600060,08/09/2016,4.5,1.19
S33830600061,08/09/2016,4.5,1.19
S33830600062,08/09/2016,4.5,1.19
S33830600120,08/09/2016,10.5,2.77
S33830600124,08/09/2016,4.5,1.19
S33830600125,08/09/2016,10.5,2.77
S33830600126,08/09/2016,9,2.38
S33831100006,08/09/2016,2.25,0.59
S33831200002,08/09/2016,1.8,0.48
S33831200003,08/09/2016,2.4,0.63
S33831200004,08/09/2016,2.4,0.63
S33831200005,08/09/2016,1.8,0.48
S33832200005,08/09/2016,9,2.38
S33832200032,08/09/2016,9,2.38
S33832200033,08/09/2016,9,2.38
S33832200034,08/09/2016,9,2.38
S33832200050,08/09/2016,1.5,0.4
S33832200052,08/09/2016,2.25,0.59
S33832200055,08/09/2016,1.5,0.4
S33832200057,08/09/2016,2.25,0.59
S33832200058,08/09/2016,1.5,0.4
S33832200067,08/09/2016,12,3.17
S33832500007,08/09/2016,9,2.38
S33832500013,08/09/2016,10.5,2.77
S33832500021,08/09/2016,1.5,0.4
S33832500022,08/09/2016,3.5,0.92
S33832500023,08/09/2016,1.5,0.4
S33834100049,08/09/2016,9,2.38
S33834100050,08/09/2016,0.75,0.2
S33834100079,08/09/2016,0.75,0.2
S33834100080,08/09/2016,1.5,0.4
S33834100081,08/09/2016,0.75,0.2
S33834100082,08/09/2016,2.25,0.59
S33834300006,08/10/2016,3,0.79
S33834300007,08/10/2016,3,0.79
S33834400050,08/09/2016,9,2.38
S33834400051,08/09/2016,1.5,0.4
S33834400052,08/09/2016,9,2.38
S33834400053,08/09/2016,9,2.38
S33834400055,08/09/2016,1.5,0.4
S33834400056,08/09/2016,1.5,0.4
S33834400057,08/09/2016,1.5,0.4
S33834400060,08/09/2016,10.5,2.77
S33834400064,08/09/2016,2.25,0.59
S33834400066,08/09/2016,3,0.79
S33834400081,08/09/2016,1.5,0.4
S33834400082,08/09/2016,9,2.38
S33834500007,08/09/2016,9,2.38
S33834900018,08/09/2016,1.5,0.4
S33835000002,08/09/2016,1.5,0.4
S33835000008,08/09/2016,0.75,0.2
S33835000009,08/09/2016,1.5,0.4
S33835000012,08/09/2016,9,2.38
S33835000021,08/09/2016,1,0.26
S33835700017,08/09/2016,0.75,0.2
S33835700018,08/09/2016,0.75,0.2
S33835700019,08/09/2016,0.75,0.2
S33835700022,08/09/2016,0.75,0.2
S33835700025,08/09/2016,2.25,0.59
S33835700027,08/09/2016,1.75,0.46
S33835700028,08/09/2016,0.75,0.2
S33835700030,08/09/2016,0.75,0.2
S33835800005,08/10/2016,9,2.38
S33836800001,08/09/2016,9,2.38
S33836800025,08/09/2016,9,2.38
S33837200005,08/09/2016,18,4.76
S33837200006,08/09/2016,9,2.38
S33837200007,08/09/2016,9,2.38
S33837200008,08/09/2016,9,2.38
S33837200014,08/09/2016,9,2.38
S33837200015,08/09/2016,9,2.38
S33838200022,08/09/2016,3,0.79
S33838400017,08/09/2016,9,2.38
S33838400030,08/09/2016,3.5,0.92
S33838400031,08/09/2016,1,0.26
S33838800023,08/09/2016,2.25,0.59
S33838800024,08/09/2016,2.25,0.59
S33838800025,08/09/2016,2.25,0.59
S33840700034,08/09/2016,3,0.79
S33841000003,08/09/2016,9,2.38
S33841200041,08/09/2016,0.75,0.2
S33841200058,08/09/2016,1.5,0.4
S33841200059,08/09/2016,1.5,0.4
S33841200063,08/09/2016,1.5,0.4
S33841200089,08/09/2016,0.5,0.13
S33841200096,08/09/2016,0.5,0.13
S33841500032,08/09/2016,0.4,0.11
S33841500033,08/09/2016,0.75,0.2
S33841500034,08/09/2016,1.5,0.4
S33841500035,08/09/2016,1.12,0.3
S33841500036,08/09/2016,0.6,0.16
S33841500037,08/09/2016,0.75,0.2
S33841500038,08/09/2016,2.25,0.59
S33841500043,08/09/2016,1.5,0.4
S33841500060,08/09/2016,2.25,0.59
S33841500069,08/09/2016,0.5,0.13
S33841600019,08/09/2016,1.5,0.4
S33841700005,08/09/2016,4.8,1.27
S33842800033,08/10/2016,9,2.38
S33842800034,08/10/2016,9,2.38
S33842800035,08/10/2016,9,2.38
S33842800036,08/10/2016,2.25,0.59
S33842800040,08/10/2016,2.25,0.59
S33842800043,08/10/2016,1.5,0.4
S33842800052,08/10/2016,2.25,0.59
S33842800054,08/10/2016,2.25,0.59
S33842800055,08/10/2016,2.25,0.59
S33843200013,08/10/2016,9,2.38
S33843500026,08/10/2016,2.25,0.59
S33846800014,08/10/2016,9,2.38
S33846800035,08/10/2016,9,2.38
S33846800044,08/10/2016,9,2.38
S33846800045,08/10/2016,9,2.38
S33851900010,08/10/2016,4.8,1.27
S33851900033,08/10/2016,1.5,0.4
S33851900035,08/10/2016,2.25,0.59
S33851900042,08/10/2016,1.12,0.3
S33851900062,08/10/2016,2.25,0.59
S33851900078,08/10/2016,3,0.79
S33851900079,08/10/2016,2.25,0.59
S33851900083,08/10/2016,3.75,0.99
S33851900088,08/10/2016,3,0.79
S33851900089,08/10/2016,2.25,0.59
S33852300006,08/10/2016,1.5,0.4
S33852300015,08/10/2016,0.75,0.2
S33852300032,08/10/2016,0.38,0.1
S33852700006,08/10/2016,1.5,0.4
S33852700032,08/10/2016,0.75,0.2
S33852700034,08/10/2016,1.5,0.4
S33852700035,08/10/2016,1.5,0.4
S33852700036,08/10/2016,1.5,0.4
S33852700081,08/10/2016,9,2.38
S33852700084,08/10/2016,2.25,0.59
S33852700085,08/10/2016,12,3.17
S33852700088,08/10/2016,1.5,0.4
S33852700115,08/10/2016,0.5,0.13
S33852700116,08/10/2016,0.5,0.13
S33852900007,08/10/2016,4.5,1.19
S33852900009,08/10/2016,3,0.79
S33852900010,08/10/2016,3,0.79
S33852900021,08/10/2016,12,3.17
S33852900035,08/10/2016,9,2.38
S33852900076,08/10/2016,9,2.38
S33852900077,08/10/2016,9,2.38
S33852900078,08/10/2016,2,0.53
S33852900079,08/10/2016,2,0.53
S33852900080,08/10/2016,2,0.53
S33852900084,08/10/2016,1,0.26
S33852900085,08/10/2016,1,0.26
S33852900115,08/10/2016,0.5,0.13
S33852900122,08/10/2016,2.25,0.59
S33853500018,08/10/2016,1,0.26
S33853500021,08/10/2016,2.25,0.59
S33854400001,08/10/2016,6,1.59
S33854400002,08/10/2016,6,1.59
S33854400020,08/10/2016,2.25,0.59
S33854400032,08/10/2016,262.5,69.35
S33858000007,08/10/2016,1.5,0.4
S33858000012,08/10/2016,0.75,0.2
S33858000018,08/10/2016,9,2.38
S33858000025,08/10/2016,2.25,0.59
S33858000027,08/10/2016,1.5,0.4
S33858000028,08/10/2016,1.5,0.4
S33858000040,08/10/2016,2.25,0.59
S33858000042,08/10/2016,1.5,0.4
S33858000079,08/10/2016,1,0.26
S33858000080,08/10/2016,1,0.26
S33858000083,08/10/2016,1,0.26
S33858700004,08/10/2016,9,2.38
S33858700009,08/10/2016,9,2.38
S33858700014,08/10/2016,9,2.38
S33858700020,08/10/2016,3,0.79
S33858700021,08/10/2016,2.25,0.59
S33858700022,08/10/2016,3,0.79
S33858700023,08/10/2016,1.5,0.4
S33858700024,08/10/2016,1.5,0.4
S33858700025,08/10/2016,2.25,0.59
S33858700026,08/10/2016,1.5,0.4
S33858700027,08/10/2016,2.25,0.59
S33858700030,08/10/2016,1.5,0.4
S33858700031,08/10/2016,3,0.79
S33858700032,08/10/2016,2.25,0.59
S33858700033,08/10/2016,1.5,0.4
S33858700034,08/10/2016,4.5,1.19
S33858700040,08/10/2016,2.25,0.59
S33859000022,08/10/2016,9,2.38
S33859000024,08/10/2016,9,2.38
S33859000025,08/10/2016,9,2.38
S33859800024,08/10/2016,9,2.38
S33859800027,08/10/2016,9,2.38
S33859800028,08/10/2016,10.5,2.77
S33859800061,08/10/2016,4.5,1.19
S33859800062,08/10/2016,3.75,0.99
S33859800063,08/10/2016,2.25,0.59
S33859800064,08/10/2016,3,0.79
S33859800066,08/10/2016,1.5,0.4
S33859800067,08/10/2016,0.75,0.2
S33859800068,08/10/2016,3,0.79
S33859800069,08/10/2016,3,0.79
S33859800088,08/10/2016,2.25,0.59
S33859800089,08/10/2016,2.25,0.59
S33859800096,08/10/2016,0.75,0.2
S33859800097,08/10/2016,1.12,0.3
S33859800108,08/10/2016,1,0.26
S33859800109,08/10/2016,2.5,0.66
S33859800113,08/10/2016,1.5,0.4
S33859800158,08/10/2016,12,3.17
S33859800165,08/10/2016,24,6.34
S33859800168,08/10/2016,12,3.17
S33859800169,08/10/2016,12,3.17
S33860100012,08/15/2016,9,2.38
S33860100013,08/15/2016,9,2.38
S33860600004,08/10/2016,3,0.79
S33860600005,08/10/2016,4.5,1.19
S33860600006,08/10/2016,6,1.59
S33861000013,08/11/2016,4.8,1.27
S33861000014,08/11/2016,1.5,0.4
S33861000020,08/11/2016,5.25,1.39
S33863700020,08/11/2016,9,2.38
S33864200049,08/10/2016,2.25,0.59
S33864700016,08/10/2016,12,3.17
S33864700035,08/10/2016,12,3.17
S33865300021,08/10/2016,9,2.38
S33865300025,08/10/2016,2.25,0.59
S33865300026,08/10/2016,3.75,0.99
S33865300027,08/10/2016,3,0.79
S33865300028,08/10/2016,9,2.38
S33865900010,08/10/2016,9,2.38
S33865900013,08/10/2016,4.8,1.27
S33865900014,08/10/2016,9,2.38
S33865900015,08/10/2016,4.8,1.27
S33865900023,08/10/2016,9,2.38
S33865900027,08/10/2016,4.5,1.19
S33865900028,08/10/2016,9,2.38
S33869000013,08/11/2016,9,2.38
S33869000014,08/11/2016,9,2.38
S33869000018,08/11/2016,10.5,2.77
S33869000023,08/11/2016,10.5,2.77
S33869000025,08/11/2016,10.5,2.77
S33869000035,08/11/2016,9,2.38
S33869000044,08/11/2016,9,2.38
S33869000053,08/11/2016,9,2.38
S33869000054,08/11/2016,12,3.17
S33869000055,08/11/2016,9,2.38
S33869000056,08/11/2016,4.5,1.19
S33870200029,08/11/2016,0.5,0.13
S33870200031,08/11/2016,0.6,0.16
S33870200034,08/11/2016,0.6,0.16
S33870200035,08/11/2016,1.12,0.3
S33870200039,08/11/2016,1.5,0.4
S33870900004,08/11/2016,10.5,2.77
S33870900014,08/11/2016,3.6,0.95
S33870900015,08/11/2016,3.6,0.95
S33870900019,08/11/2016,9,2.38
S33870900027,08/11/2016,3,0.79
S33870900036,08/11/2016,0.5,0.13
S33870900042,08/11/2016,0.5,0.13
S33870900046,08/11/2016,0.75,0.2
S33870900047,08/11/2016,0.75,0.2
S33876900030,08/11/2016,12,3.17
S33876900031,08/11/2016,12,3.17
S33876900032,08/11/2016,9,2.38
S33876900033,08/11/2016,12,3.17
S33876900036,08/11/2016,24,6.34
S33876900052,08/11/2016,12,3.17
S33876900078,08/11/2016,12,3.17
S33877100029,08/11/2016,9,2.38
S33877100030,08/11/2016,9,2.38
S33877100040,08/11/2016,4.8,1.27
S33877400092,08/11/2016,0.75,0.2
S33877400093,08/11/2016,1.5,0.4
S33877400094,08/11/2016,1.5,0.4
S33877400095,08/11/2016,0.75,0.2
S33877400096,08/11/2016,0.75,0.2
S33877400097,08/11/2016,1.5,0.4
S33877400098,08/11/2016,0.75,0.2
S33877400099,08/11/2016,1,0.26
S33877400100,08/11/2016,0.5,0.13
S33877400101,08/11/2016,0.75,0.2
S33877400108,08/11/2016,1.5,0.4
S33877400109,08/11/2016,1.5,0.4
S33877400111,08/11/2016,0.75,0.2
S33877400114,08/11/2016,1.5,0.4
S33877400145,08/11/2016,2.25,0.59
S33877400152,08/11/2016,1,0.26
S33877400161,08/11/2016,2.25,0.59
S33877400162,08/11/2016,0.75,0.2
S33877400163,08/11/2016,1.5,0.4
